Position	XHC133-SI-GA-G4
chr16:21443621-21443732	
chr16:21441461-21441577	
chr16:21431286-21431401	
chr16:21252972-21253093	
chr16:21251882-21251999	
chr16:20924470-20924581	
chr16:20872423-20872540	
chr16:20735480-20735593	
chr16:20735326-20735441	
chr16:20359327-20359444	
chr16:19856568-19856678	
chr16:19775816-19775949	
chr16:19714926-19715037	
chr16:19665919-19666030	
chr16:19602854-19602966	
chr16:19552476-19552596	
chr16:19552080-19552190	
chr16:19499012-19499135	
chr16:19439912-19440024	
chr16:19431507-19431623	
chr16:19267057-19267173	
chr16:19232789-19232917	
chr16:19120997-19121110	
chr16:19120387-19120502	
chr16:19119676-19119788	
chr16:19119426-19119538	
chr16:19116410-19116526	
chr16:19079498-19079608	
chr16:19078238-19078351	
chr16:18832501-18832614	
chr16:18807698-18807809	
chr16:18782679-18782796	
chr16:18354649-18354761	
chr16:17366011-17366128	
chr16:17358067-17358179	
chr16:17319399-17319513	
chr16:17271101-17271228	
chr16:17105868-17105979	
chr16:17102905-17103017	
chr16:16393878-16393991	
chr16:16324760-16324870	
chr16:16161054-16161169	
chr16:16155361-16155478	
chr16:16142552-16142664	
chr16:16128140-16128252	
chr16:16106366-16106481	
chr16:15798574-15798684	
chr16:15703880-15703995	
chr16:15701187-15701302	
chr16:15594992-15595102	
chr16:15588010-15588124	
chr16:15587811-15587924	
chr16:15461074-15461189	
chr16:15412380-15412495	
chr16:15059947-15060060	
chr16:15021334-15021446	
chr16:15014887-15015002	
chr16:14997682-14997793	
chr16:14668785-14668901	
chr16:14541069-14541188	
chr16:14435846-14435994	
chr16:14330096-14330209	
chr16:14241914-14242062	
chr16:14226931-14227041	
chr16:14166446-14166563	
chr16:14127741-14127855	
chr16:12569688-12569798	
chr16:12364366-12364481	
chr16:12010701-12010814	
chr16:11915623-11915755	
chr16:11872342-11872456	
chr16:11870068-11870178	
chr16:11868309-11868427	
chr16:11837090-11837201	
chr16:11788566-11788681	
chr16:11549004-11549114	
chr16:11548538-11548652	
chr16:11351013-11351129	
chr16:11254366-11254476	
chr16:11107196-11107307	
chr16:11070024-11070138	
chr16:11067139-11067260	
chr16:11023048-11023165	
chr16:10531698-10531841	
chr16:10528969-10529081	
chr16:9117210-9117323	
chr16:9112987-9113097	
chr16:8928995-8929106	
chr16:8860652-8860762	
chr16:8797369-8797480	
chr16:8784409-8784519	
chr16:8782885-8782996	
chr16:8781139-8781267	
chr16:8761027-8761150	
chr16:5086324-5086438	
chr16:5071846-5071959	
chr16:4882407-4882517	
chr16:4874963-4875073	
chr16:4859847-4859958	
chr16:4849425-4849540	
chr16:4804883-4805021	
chr16:4803851-4803961	
chr16:4795934-4796047	
chr16:4758150-4758261	
chr16:4751857-4751967	
chr16:4724734-4724844	
chr16:4690507-4690618	
chr16:4690157-4690276	
chr16:4689717-4689832	
chr16:4668959-4669070	
chr16:4269760-4269887	
chr16:4105020-4105130	
chr16:4069222-4069352	
chr16:3985090-3985210	
chr16:3967342-3967452	
chr16:3964832-3964953	
chr16:3963792-3963903	
chr16:3880353-3880471	
chr16:3880251-3880369	
chr16:3849708-3849825	
chr16:3728251-3728365	
chr16:3726189-3726299	
chr16:3650553-3650670	
chr16:3538267-3538380	
chr16:3537302-3537413	
chr16:3449992-3450104	
chr16:3383664-3383775	
chr16:3308896-3309006	
chr16:3054701-3054814	
chr16:3029605-3029715	
chr16:3027659-3027776	
chr16:3024587-3024702	
chr16:2911997-2912109	
chr16:2899218-2899335	
chr16:2835600-2835712	
chr16:2834247-2834357	
chr16:2770962-2771072	
chr16:2678029-2678140	
chr16:2655902-2656020	
chr16:2643760-2643881	
chr16:2610704-2610815	
chr16:2603038-2603149	
chr16:2503435-2503548	
chr16:2268090-2268200	
chr16:2177373-2177483	
chr16:2168065-2168176	
chr16:2090572-2090691	
chr16:2088831-2088949	
chr16:2038210-2038323	
chr16:1999831-1999947	
chr16:1981375-1981487	
chr16:1828224-1828343	
chr16:1776466-1776580	
chr16:1701538-1701649	
chr16:1549371-1549486	
chr16:937986-938096	
chr16:663388-663498	
chr16:627938-628048	
chr16:597423-597537	
chr16:532189-532303	
chr16:522195-522323	
chr16:125026-125147	
chr15:101176916-101177028	
chr15:101176753-101176869	
chr15:100651147-100651260	
chr15:100644777-100644889	
chr15:100573066-100573185	
chr15:99714761-99714871	
chr15:99712826-99712936	
chr15:99712454-99712588	
chr15:99697004-99697115	
chr15:99694932-99695044	
chr15:99140317-99140433	
chr15:98963163-98963281	
chr15:98960290-98960401	
chr15:98959804-98959918	
chr15:98959144-98959256	
chr15:98958650-98958760	
chr15:98875166-98875277	
chr15:98867104-98867234	
chr15:98817254-98817391	
chr15:98758157-98758270	
chr15:98755668-98755803	
chr15:98751321-98751431	
chr15:98649475-98649599	
chr15:98011894-98012008	
chr15:98000819-98000929	
chr15:97969806-97969922	
chr15:96339807-96339918	
chr15:96339046-96339157	
chr15:96338630-96338740	
chr15:96337937-96338047	
chr15:96337771-96337886	
chr15:96331641-96331752	
chr15:94473906-94474018	
chr15:94437895-94438006	
chr15:94434819-94434929	
chr15:94347851-94347968	
chr15:94317884-94317996	
chr15:93002163-93002273	
chr15:92997035-92997145	
chr15:92945646-92945758	
chr15:92919257-92919367	
chr15:92898053-92898164	
chr15:92655562-92655674	
chr15:92618790-92618905	
chr15:92618694-92618815	
chr15:92618035-92618146	
chr15:92165454-92165564	
chr15:92163506-92163618	
chr15:92163180-92163291	
chr15:92028858-92028994	
chr15:91955287-91955400	
chr15:91950860-91950972	
chr15:91853826-91853951	
chr15:91001259-91001377	
chr15:90890691-90890802	
chr15:90501339-90501453	
chr15:90501270-90501380	
chr15:90476669-90476780	
chr15:90410793-90410908	
chr15:90277559-90277670	
chr15:90222869-90222984	
chr15:90062170-90062287	
chr15:90051443-90051553	
chr15:90041088-90041198	
chr15:90034152-90034281	
chr15:90026219-90026331	
chr15:90001916-90002047	
chr15:89900869-89900980	
chr15:89874077-89874191	
chr15:89834849-89834961	
chr15:89333577-89333688	
chr15:89200679-89200789	
chr15:89200098-89200208	
chr15:89196562-89196672	
chr15:88631607-88631719	
chr15:85746618-85746730	
chr15:85657115-85657228	
chr15:85647475-85647587	
chr15:85638715-85638827	
chr15:85628605-85628717	
chr15:85589660-85589777	
chr15:85589543-85589660	
chr15:85477587-85477708	
chr15:85092269-85092380	
chr15:85083259-85083371	
chr15:85078095-85078210	
chr15:85039074-85039188	
chr15:84927116-84927229	
chr15:84850036-84850148	
chr15:84805680-84805795	
chr15:84644889-84645004	
chr15:84642717-84642832	
chr15:84638438-84638551	
chr15:84209221-84209344	
chr15:84026589-84026701	
chr15:83826385-83826501	
chr15:83804092-83804202	
chr15:83207632-83207757	
chr15:83137952-83138065	
chr15:83004677-83004787	
chr15:83002750-83002861	
chr15:83001861-83001972	
chr15:82932450-82932562	
chr15:82841485-82841597	
chr15:82833988-82834098	
chr15:82833636-82833750	
chr15:82750611-82750723	
chr15:82612816-82612931	
chr15:82544222-82544344	
chr15:82543411-82543534	
chr15:82485177-82485288	
chr15:82472538-82472652	
chr15:82147432-82147542	
chr15:82130970-82131080	
chr15:81003738-81003850	
chr15:80137634-80137744	
chr15:79918617-79918729	
chr15:78897195-78897306	
chr15:78755302-78755413	
chr15:78596390-78596501	
chr15:78536248-78536381	
chr15:78500488-78500607	
chr15:78498343-78498453	
chr15:78447583-78447693	
chr15:78340357-78340469	
chr15:78170310-78170423	
chr15:78105111-78105221	
chr15:78104857-78104969	
chr15:78022499-78022609	
chr15:77480669-77480785	
chr15:77464858-77464970	
chr15:77436403-77436515	
chr15:77372815-77372933	
chr15:77336843-77336954	
chr15:77284841-77284982	
chr15:77203660-77203776	
chr15:77112610-77112755	
chr15:76792060-76792170	
chr15:76753762-76753874	
chr15:76735492-76735602	
chr15:76587876-76587989	
chr15:76477886-76477997	
chr15:76471048-76471162	
chr15:76469845-76469955	
chr15:76416441-76416553	
chr15:76383055-76383169	
chr15:76354257-76354367	
chr15:76352230-76352340	
chr15:76340481-76340596	
chr15:75941922-75942038	
chr15:75916768-75916878	
chr15:75648785-75648895	
chr15:75566968-75567083	
chr15:75511820-75511934	
chr15:75468192-75468310	
chr15:75444496-75444607	
chr15:75371429-75371539	
chr15:75371175-75371285	
chr15:75370913-75371031	
chr15:75369442-75369552	
chr15:75033544-75033655	
chr15:75019067-75019184	
chr15:74844153-74844263	
chr15:74646957-74647076	
chr15:74596745-74596855	
chr15:74028392-74028508	
chr15:73919501-73919615	
chr15:73163969-73164083	
chr15:72754045-72754159	
chr15:72585476-72585588	
chr15:72562846-72562962	
chr15:72109851-72109969	
chr15:71951390-71951501	
chr15:71842865-71842980	
chr15:71825959-71826071	
chr15:71825485-71825598	
chr15:71825424-71825538	
chr15:71780491-71780601	
chr15:71779796-71779907	
chr15:71775096-71775207	
chr15:71739798-71739916	
chr15:71717549-71717664	
chr15:71566106-71566219	
chr15:71540679-71540796	
chr15:70984091-70984201	
chr15:70671253-70671364	
chr15:70097766-70097876	
chr15:70049485-70049595	
chr15:70048952-70049067	
chr15:70048599-70048709	
chr15:69654727-69654845	
chr15:69456011-69456122	
chr15:68779957-68780067	
chr15:68779273-68779383	
chr15:68779125-68779235	
chr15:68727657-68727767	
chr15:68700753-68700866	
chr15:68294540-68294652	
chr15:68292588-68292699	
chr15:68207929-68208049	
chr15:68190708-68190820	
chr15:68190602-68190714	
chr15:68189715-68189825	
chr15:68189588-68189699	
chr15:67711621-67711743	
chr15:67660821-67660933	
chr15:67592954-67593064	
chr15:67583943-67584053	
chr15:67207806-67207918	
chr15:67201239-67201354	
chr15:67193644-67193757	
chr15:67177683-67177794	
chr15:67162896-67163039	
chr15:66781804-66781918	
chr15:66702659-66702769	
chr15:66548249-66548360	
chr15:66493604-66493722	
chr15:66492639-66492751	
chr15:66491472-66491582	
chr15:66471608-66471719	
chr15:66423392-66423506	
chr15:66386991-66387104	
chr15:66348643-66348755	
chr15:66337730-66337841	
chr15:65696762-65696873	
chr15:65490005-65490115	
chr15:65446566-65446686	
chr15:65446027-65446138	
chr15:65445654-65445765	
chr15:65445499-65445610	
chr15:65444831-65444961	
chr15:65443443-65443555	
chr15:65381525-65381635	
chr15:65259417-65259531	
chr15:65148683-65148794	
chr15:65117485-65117598	
chr15:65041123-65041236	
chr15:65009608-65009719	
chr15:64954906-64955017	
chr15:64954830-64954941	
chr15:64954717-64954827	
chr15:64954668-64954779	
chr15:64954200-64954310	
chr15:64954122-64954235	
chr15:64954027-64954138	
chr15:64953990-64954100	
chr15:64953649-64953759	
chr15:64953409-64953522	
chr15:64953201-64953312	
chr15:64953024-64953136	
chr15:64952909-64953019	
chr15:64952824-64952934	
chr15:64952768-64952878	
chr15:64952703-64952817	
chr15:64952584-64952694	
chr15:64952549-64952660	
chr15:64952244-64952355	
chr15:64952075-64952187	
chr15:64951889-64952003	
chr15:64951791-64951902	
chr15:64951614-64951726	
chr15:64951520-64951635	
chr15:64775563-64775673	
chr15:64713816-64713940	
chr15:64710113-64710226	
chr15:64647086-64647199	
chr15:64607138-64607252	
chr15:64575369-64575481	
chr15:64557140-64557254	
chr15:64547600-64547712	
chr15:64514152-64514264	
chr15:64511965-64512077	
chr15:64442148-64442262	
chr15:64397579-64397689	
chr15:64169183-64169295	
chr15:64166032-64166145	
chr15:64142277-64142387	
chr15:64140983-64141101	
chr15:64138275-64138391	
chr15:63936929-63937050	
chr15:63935039-63935155	
chr15:63742330-63742442	
chr15:63720053-63720168	
chr15:63706665-63706778	
chr15:63693959-63694071	
chr15:63693197-63693311	
chr15:63605013-63605123	
chr15:63592709-63592822	
chr15:63592283-63592395	
chr15:63507837-63507947	
chr15:63326345-63326457	
chr15:63266957-63267069	
chr15:63265695-63265805	
chr15:63265325-63265438	
chr15:63208843-63208960	
chr15:63153676-63153791	
chr15:63071152-63071272	
chr15:62846386-62846501	
chr15:62829123-62829235	
chr15:62770892-62771008	
chr15:62664179-62664289	
chr15:62069534-62069654	
chr15:61865752-61865863	
chr15:61856481-61856591	
chr15:61853991-61854105	
chr15:61853828-61853942	
chr15:60511487-60511601	
chr15:60491977-60492087	
chr15:60488455-60488565	
chr15:60432024-60432135	
chr15:59668722-59668835	
chr15:59622262-59622377	
chr15:59500633-59500748	
chr15:59406835-59406953	
chr15:59384367-59384482	
chr15:59366260-59366376	
chr15:59364982-59365093	
chr15:59357543-59357669	
chr15:59340328-59340439	
chr15:59338110-59338221	
chr15:59327275-59327388	
chr15:59236745-59236856	
chr15:59189518-59189630	
chr15:59176399-59176515	
chr15:59135282-59135394	
chr15:58933672-58933783	
chr15:58894011-58894126	
chr15:58855869-58855981	
chr15:58717681-58717791	
chr15:58654040-58654150	
chr15:58596049-58596160	
chr15:57715534-57715644	
chr15:57715270-57715383	
chr15:57648734-57648851	
chr15:57548097-57548208	
chr15:57547953-57548068	
chr15:57289575-57289687	
chr15:57152492-57152603	
chr15:57122048-57122164	
chr15:57000298-57000412	
chr15:56719280-56719391	
chr15:56637300-56637412	
chr15:56241670-56241789	
chr15:56240056-56240169	
chr15:56134568-56134681	
chr15:56125560-56125696	
chr15:55874928-55875039	
chr15:55543026-55543150	
chr15:55539385-55539496	
chr15:55327169-55327279	
chr15:55319962-55320072	
chr15:52702729-52702847	
chr15:52668857-52668973	
chr15:52593093-52593205	
chr15:52551884-52551996	
chr15:52550566-52550676	
chr15:52549812-52549925	
chr15:52549308-52549418	
chr15:52548447-52548563	
chr15:52547297-52547417	
chr15:52547047-52547163	
chr15:52284789-52284905	
chr15:52232218-52232332	
chr15:52224234-52224354	
chr15:52193264-52193385	
chr15:52121560-52121675	
chr15:51965838-51965948	
chr15:51958954-51959069	
chr15:51943728-51943845	
chr15:51932089-51932207	
chr15:51927403-51927520	
chr15:51926611-51926723	
chr15:51914686-51914798	
chr15:51913964-51914083	
chr15:51912390-51912503	
chr15:51910728-51910848	
chr15:51908883-51908993	
chr15:51737989-51738102	
chr15:51458844-51458969	
chr15:51353744-51353865	
chr15:51079826-51079941	
chr15:51004839-51004950	
chr15:50706756-50706866	
chr15:50705332-50705442	
chr15:50705290-50705404	
chr15:50704480-50704592	
chr15:50621983-50622102	
chr15:50619618-50619728	
chr15:50603264-50603375	
chr15:50566991-50567102	
chr15:50560985-50561096	
chr15:50499645-50499756	
chr15:50499338-50499448	
chr15:50489730-50489845	
chr15:50424944-50425056	
chr15:50424776-50424889	
chr15:50351610-50351741	
chr15:50350357-50350467	
chr15:50341483-50341594	
chr15:50278357-50278470	
chr15:50277384-50277496	
chr15:49485423-49485533	
chr15:49438784-49438895	
chr15:48992521-48992635	
chr15:48989079-48989191	
chr15:48467856-48467967	
chr15:48342344-48342454	
chr15:48342072-48342187	
chr15:48139471-48139583	
chr15:47772817-47772936	
chr15:47772752-47772862	
chr15:47772296-47772406	
chr15:47741663-47741774	
chr15:47717596-47717706	
chr15:45609279-45609401	
chr15:45593336-45593458	
chr15:45518161-45518271	
chr15:45506723-45506835	
chr15:45500564-45500713	
chr15:45486989-45487106	
chr15:45482365-45482478	
chr15:45479790-45479911	
chr15:45420644-45420754	
chr15:45404462-45404572	
chr15:45276495-45276610	
chr15:45135378-45135488	
chr15:45103653-45103764	
chr15:44732808-44732933	
chr15:44658411-44658526	
chr15:44593879-44593991	
chr15:44560185-44560295	
chr15:44550840-44550951	
chr15:44535178-44535288	
chr15:44535037-44535152	
chr15:44528458-44528571	
chr15:44528307-44528432	
chr15:44525925-44526035	
chr15:44413760-44413877	
chr15:43558015-43558129	
chr15:43542251-43542363	
chr15:43533647-43533763	
chr15:43435643-43435756	
chr15:43165196-43165307	
chr15:42991858-42991972	
chr15:42991225-42991337	
chr15:42897773-42897915	
chr15:42732966-42733077	
chr15:42567965-42568081	
chr15:42543133-42543245	
chr15:42532044-42532158	
chr15:42415689-42415806	
chr15:42415072-42415188	
chr15:42315208-42315324	
chr15:42211088-42211201	
chr15:41934277-41934389	
chr15:41899456-41899568	
chr15:41899016-41899126	
chr15:41827249-41827361	
chr15:41827104-41827214	
chr15:41789242-41789353	
chr15:41538835-41538949	
chr15:41523240-41523351	
chr15:41482767-41482877	
chr15:41481231-41481344	
chr15:41481194-41481306	
chr15:41481001-41481111	
chr15:41470192-41470304	
chr15:41401956-41402067	
chr15:41380193-41380305	
chr15:41354620-41354740	
chr15:41300464-41300580	
chr15:41299066-41299189	
chr15:41045853-41045965	
chr15:41045531-41045652	
chr15:41009181-41009294	
chr15:41008174-41008304	
chr15:40903630-40903749	
chr15:40860209-40860319	
chr15:40858126-40858241	
chr15:40802118-40802237	
chr15:40745362-40745480	
chr15:40744880-40744995	
chr15:40544682-40544793	
chr15:40462169-40462280	
chr15:40420056-40420167	
chr15:40325943-40326054	
chr15:40325465-40325576	
chr15:40036345-40036473	1
chr15:40035429-40035539	
chr15:39982488-39982607	
chr15:39977095-39977210	
chr15:39976899-39977011	
chr15:39943301-39943421	
chr15:39598772-39598883	
chr15:39597230-39597351	
chr15:38492835-38492948	
chr15:38488343-38488457	
chr15:38484555-38484684	
chr15:38352191-38352309	
chr15:38266787-38266899	
chr15:37099695-37099808	
chr15:37099501-37099613	
chr15:36994010-36994120	
chr15:36935136-36935253	
chr15:36891195-36891305	
chr15:36891023-36891134	
chr15:36809986-36810110	
chr15:36799182-36799295	
chr15:36728500-36728617	
chr15:35452435-35452561	
chr15:35448934-35449048	
chr15:34980807-34980923	
chr15:34980375-34980485	
chr15:34533765-34533875	
chr15:34231542-34231657	
chr15:34231314-34231428	
chr15:34230921-34231031	
chr15:34145897-34146016	
chr15:34142216-34142327	
chr15:34141854-34141966	
chr15:33894465-33894583	
chr15:33865290-33865400	
chr15:33851957-33852069	
chr15:33820726-33820837	
chr15:32921629-32921742	
chr15:32606699-32606811	
chr15:32537002-32537118	
chr15:32519229-32519340	
chr15:31229252-31229362	
chr15:30951463-30951573	
chr15:30928456-30928590	
chr15:29798220-29798335	
chr15:29429140-29429283	
chr15:28789207-28789318	
chr15:28683107-28683217	0
chr15:28260131-28260243	
chr15:28164517-28164627	
chr15:25848077-25848189	
chr15:25807915-25808025	
chr15:25804070-25804181	
chr15:25771703-25771817	
chr15:25338845-25338958	
chr15:25115539-25115652	
chr15:25034679-25034792	
chr15:24995265-24995376	
chr15:24989447-24989559	
chr15:24983353-24983465	
chr15:24982344-24982454	
chr15:23310697-23310809	
chr15:23038982-23039096	
chr15:22817758-22817872	
chr15:22799731-22799846	
chr15:22797166-22797278	
chr15:22587762-22587892	
chr15:22548761-22548872	
chr14_GL000194v1_random:106328-106440	
chr14:105529662-105529782	
chr14:105494823-105494938	
chr14:105265011-105265126	
chr14:104896266-104896377	
chr14:104872439-104872550	
chr14:104804098-104804224	
chr14:104803021-104803132	
chr14:104795581-104795692	
chr14:103834531-103834657	
chr14:103820441-103820554	
chr14:103798943-103799062	
chr14:103794278-103794393	
chr14:103745749-103745873	
chr14:103733949-103734059	
chr14:103710803-103710933	
chr14:103695289-103695411	
chr14:103558950-103559063	
chr14:103556745-103556855	
chr14:103490712-103490824	
chr14:103471740-103471850	
chr14:103463097-103463210	
chr14:103415100-103415225	
chr14:103413379-103413494	
chr14:103389544-103389656	
chr14:103342091-103342201	
chr14:103339595-103339705	
chr14:103136470-103136588	
chr14:103035010-103035123	
chr14:102906084-102906202	
chr14:102905577-102905687	
chr14:102881345-102881460	
chr14:102855744-102855859	
chr14:102819029-102819141	
chr14:102794111-102794224	
chr14:102788746-102788872	
chr14:102782651-102782766	
chr14:102727883-102728003	
chr14:102696825-102696936	
chr14:102498980-102499104	
chr14:102483383-102483508	
chr14:102410420-102410531	
chr14:102347527-102347643	
chr14:102345449-102345562	
chr14:102342623-102342747	
chr14:102178341-102178457	
chr14:102151693-102151804	
chr14:102010314-102010425	
chr14:101761811-101761932	
chr14:100850560-100850673	
chr14:100833570-100833680	
chr14:100830294-100830434	
chr14:100434012-100434122	
chr14:100414263-100414382	
chr14:100302725-100302839	
chr14:100282247-100282359	
chr14:100281011-100281137	
chr14:100280556-100280666	
chr14:100278083-100278195	
chr14:100277706-100277818	
chr14:100239419-100239535	
chr14:100146196-100146306	
chr14:100140769-100140879	
chr14:100137941-100138051	
chr14:99882599-99882725	
chr14:99747137-99747256	
chr14:99603876-99603990	
chr14:99512855-99512965	
chr14:99512425-99512535	
chr14:99511273-99511384	
chr14:99502019-99502132	
chr14:96565774-96565889	
chr14:96565188-96565298	
chr14:96287962-96288074	
chr14:96243793-96243906	
chr14:96093040-96093151	
chr14:96090361-96090472	
chr14:95534205-95534319	
chr14:95407726-95407850	
chr14:95245853-95245990	
chr14:95242200-95242326	
chr14:95115697-95115808	
chr14:95090121-95090234	
chr14:95089150-95089263	
chr14:95088999-95089112	
chr14:95087872-95087982	
chr14:93747902-93748012	
chr14:93718583-93718700	
chr14:93332888-93333005	
chr14:93291739-93291852	
chr14:93245832-93245943	
chr14:93242036-93242148	
chr14:93241098-93241213	
chr14:93239400-93239513	
chr14:92688142-92688259	
chr14:92654272-92654391	
chr14:92162114-92162224	
chr14:92061197-92061308	
chr14:92058895-92059008	
chr14:91969239-91969351	
chr14:91968283-91968393	
chr14:91781500-91781610	
chr14:91475515-91475634	
chr14:91468686-91468797	
chr14:91458134-91458245	
chr14:91458031-91458141	
chr14:91384223-91384339	
chr14:91271431-91271543	
chr14:91032737-91032848	
chr14:90944884-90944998	
chr14:90916629-90916751	
chr14:90871438-90871553	
chr14:90795178-90795288	
chr14:90406095-90406208	
chr14:90405840-90405951	
chr14:90405520-90405635	
chr14:90330887-90330997	
chr14:89607767-89607879	
chr14:89584657-89584773	
chr14:89549223-89549340	
chr14:89537236-89537348	
chr14:89531750-89531878	
chr14:89529649-89529760	
chr14:89465178-89465298	
chr14:89269435-89269546	
chr14:89161544-89161656	
chr14:89161334-89161449	
chr14:89161255-89161366	
chr14:89156602-89156717	
chr14:88612929-88613044	
chr14:88593844-88593956	
chr14:88510865-88510980	
chr14:88498854-88498966	
chr14:87937877-87937989	
chr14:81476671-81476781	
chr14:81476435-81476548	
chr14:81474599-81474709	
chr14:81474194-81474309	
chr14:81260736-81260849	
chr14:81220687-81220802	
chr14:81220633-81220746	
chr14:81220528-81220641	
chr14:81192532-81192643	
chr14:81178543-81178653	
chr14:81177004-81177114	
chr14:79863467-79863578	
chr14:79862438-79862549	
chr14:79862378-79862488	
chr14:79280049-79280159	
chr14:77911682-77911797	
chr14:77900540-77900657	
chr14:77690703-77690813	
chr14:77684318-77684429	
chr14:77676112-77676226	
chr14:77610087-77610210	
chr14:77598870-77598985	
chr14:77567783-77567894	
chr14:77527687-77527797	
chr14:77518546-77518660	
chr14:77509252-77509363	
chr14:77507740-77507850	
chr14:77507282-77507398	
chr14:77337343-77337456	
chr14:77115639-77115753	
chr14:77115191-77115305	
chr14:77027437-77027554	
chr14:77027254-77027383	
chr14:77024922-77025046	
chr14:77024782-77024899	
chr14:76788591-76788701	
chr14:76773585-76773699	
chr14:76212351-76212462	
chr14:76208517-76208630	
chr14:76198682-76198794	
chr14:76196387-76196507	
chr14:76173787-76173899	
chr14:76019932-76020042	
chr14:75981378-75981489	
chr14:75970512-75970658	
chr14:75958654-75958770	
chr14:75920074-75920198	
chr14:75791496-75791606	
chr14:75470175-75470285	
chr14:75470122-75470239	
chr14:75433145-75433274	
chr14:75132346-75132458	
chr14:75126741-75126852	
chr14:75124725-75124844	
chr14:75108511-75108622	
chr14:75027970-75028081	
chr14:75009251-75009361	
chr14:74816120-74816235	
chr14:74788067-74788178	
chr14:74736359-74736474	
chr14:74735520-74735634	
chr14:74661555-74661667	
chr14:74543490-74543605	
chr14:74513753-74513878	
chr14:74506828-74506939	
chr14:74200770-74200880	
chr14:74193197-74193311	
chr14:74170818-74170931	
chr14:74112243-74112357	
chr14:74105528-74105641	
chr14:74097375-74097493	
chr14:74092249-74092364	
chr14:74059034-74059156	
chr14:74058546-74058658	
chr14:74058398-74058514	
chr14:74028898-74029018	
chr14:74026880-74026992	
chr14:74020193-74020303	
chr14:73966418-73966529	
chr14:73857614-73857736	
chr14:73793423-73793537	
chr14:73760123-73760235	
chr14:73739200-73739319	
chr14:73719320-73719430	
chr14:73717681-73717793	
chr14:73716632-73716759	
chr14:73716462-73716573	
chr14:73701894-73702008	
chr14:73568515-73568626	
chr14:73568302-73568413	
chr14:73273247-73273357	
chr14:73269245-73269358	
chr14:73221540-73221653	
chr14:73220954-73221069	
chr14:73121146-73121260	
chr14:73119855-73119967	
chr14:73105848-73105965	
chr14:73015379-73015494	
chr14:72983146-72983259	
chr14:72958062-72958176	
chr14:71574656-71574769	
chr14:71496022-71496137	
chr14:71489651-71489764	
chr14:71472305-71472419	
chr14:71457550-71457661	
chr14:71438090-71438219	
chr14:71416707-71416819	
chr14:71367859-71367978	
chr14:71114893-71115008	
chr14:71110975-71111085	
chr14:71012090-71012215	
chr14:70984027-70984138	
chr14:70809006-70809134	
chr14:70724490-70724600	
chr14:70724164-70724279	
chr14:70705304-70705423	
chr14:70372096-70372206	
chr14:70371221-70371331	
chr14:70369059-70369174	
chr14:70368641-70368767	
chr14:70368101-70368211	
chr14:70367533-70367650	
chr14:70326248-70326362	
chr14:69714395-69714505	
chr14:69713786-69713905	
chr14:69658903-69659013	
chr14:69461589-69461699	
chr14:69459506-69459620	
chr14:69445002-69445112	
chr14:69380278-69380391	
chr14:69197371-69197481	
chr14:69053751-69053864	
chr14:68831997-68832108	
chr14:68793267-68793381	
chr14:68788567-68788677	
chr14:68787880-68787993	
chr14:68497435-68497547	
chr14:68160000-68160111	
chr14:67764987-67765097	
chr14:67724342-67724459	
chr14:67677313-67677442	
chr14:67566699-67566815	
chr14:67385608-67385727	
chr14:67385389-67385506	
chr14:67384317-67384430	
chr14:67330104-67330221	
chr14:67279016-67279127	
chr14:67116322-67116437	
chr14:67095916-67096036	
chr14:66752884-66753000	
chr14:66721901-66722021	
chr14:66713706-66713825	
chr14:66703941-66704051	
chr14:66594255-66594365	
chr14:66012360-66012484	
chr14:65742905-65743018	
chr14:65102427-65102541	
chr14:65075911-65076023	
chr14:65002559-65002673	
chr14:64935279-64935392	
chr14:64932591-64932703	
chr14:64733088-64733212	
chr14:64542754-64542867	
chr14:64523932-64524045	
chr14:64439889-64440001	
chr14:64437099-64437214	
chr14:63724941-63725051	
chr14:63695868-63695980	
chr14:63686492-63686603	
chr14:63685662-63685772	
chr14:63543085-63543199	
chr14:63537186-63537297	
chr14:63498317-63498435	
chr14:63375699-63375810	
chr14:63374584-63374719	
chr14:63374034-63374144	
chr14:63374018-63374129	
chr14:63373954-63374073	
chr14:63372037-63372147	
chr14:63292897-63293013	
chr14:63287549-63287664	
chr14:61747918-61748028	
chr14:61747304-61747419	
chr14:61394216-61394327	
chr14:61362290-61362409	
chr14:61278925-61279063	
chr14:60979639-60979749	
chr14:60959870-60959987	
chr14:60958262-60958372	
chr14:60762655-60762775	
chr14:60295710-60295824	
chr14:60294665-60294775	
chr14:60292599-60292716	
chr14:60150146-60150261	
chr14:60128096-60128208	
chr14:60114527-60114640	
chr14:60100204-60100315	
chr14:60095741-60095853	
chr14:59371059-59371169	
chr14:59360824-59360935	
chr14:59357734-59357845	
chr14:59213299-59213421	
chr14:58480296-58480414	
chr14:58463079-58463189	
chr14:58293697-58293815	0
chr14:58293115-58293225	0
chr14:58274850-58274964	0
chr14:57411010-57411125	
chr14:57277084-57277198	
chr14:56300396-56300510	
chr14:56258530-56258641	
chr14:55782373-55782489	
chr14:55684212-55684322	
chr14:55670630-55670740	
chr14:55580203-55580330	
chr14:55367694-55367806	
chr14:55366991-55367102	
chr14:55353226-55353338	
chr14:55316514-55316631	
chr14:55298329-55298440	
chr14:55286758-55286869	
chr14:55145238-55145351	
chr14:55068960-55069073	
chr14:55067366-55067476	
